2,2,100,1,GDOP, 900720000.0
Time_ms,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Acc_X,Acc_Y,Acc_Z,Jerk_X,Jerk_Y,Jerk_Z,Lat,Long,Height,Heading,Elevation,Bank,Ang-vel_X,Ang-vel_Y,Ang-vel_Z,Ang-acc_X,Ang-acc_Y,Ang-acc_Z,Ant1_Pos_X,Ant1_Pos_Y,Ant1_Pos_Z,Ant1_Vel_X,Ant1_Vel_Y,Ant1_Vel_Z,Ant1_Acc_X,Ant1_Acc_Y,Ant1_Acc_Z,Ant1_Lat,Ant1_Long,Ant1_Height,Ant1_DOP
383600,1110638.4397,165007.8750,6277127.1343,-64.3230,353.1780,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913255,0.14749140570,19348.0563,1.570796847,-0.184634136,0.000000000,-0.00005775989,-0.00005590223,-0.00030927137,-0.00000000060,-0.00000000058,-0.00000000323,1110638.4397,165007.8750,6277127.1343,-64.3230,353.1780,-65.9759,-0.113,-0.021,0.000,1.39494913255,0.14749140570,19348.0563,2.587
383700,1110632.0069,165043.1927,6277120.5367,-64.3343,353.1760,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913255,0.14752336038,19341.3554,1.570796847,-0.184634136,0.000000000,-0.00005775995,-0.00005590229,-0.00030927169,-0.00000000060,-0.00000000058,-0.00000000323,1110632.0069,165043.1927,6277120.5367,-64.3343,353.1760,-65.9759,-0.113,-0.021,0.000,1.39494913255,0.14752336038,19341.3554,2.587
383800,1110625.5729,165078.5102,6277113.9391,-64.3456,353.1739,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913254,0.14755531509,19334.6545,1.570796847,-0.184634136,0.000000000,-0.00005776001,-0.00005590235,-0.00030927202,-0.00000000060,-0.00000000058,-0.00000000323,1110625.5729,165078.5102,6277113.9391,-64.3456,353.1739,-65.9759,-0.113,-0.021,0.000,1.39494913254,0.14755531509,19334.6545,2.587
383900,1110619.1377,165113.8274,6277107.3415,-64.3569,353.1719,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913254,0.14758726984,19327.9535,1.570796847,-0.184634136,0.000000000,-0.00005776007,-0.00005590241,-0.00030927234,-0.00000000060,-0.00000000058,-0.00000000323,1110619.1377,165113.8274,6277107.3415,-64.3569,353.1719,-65.9759,-0.113,-0.021,0.000,1.39494913254,0.14758726984,19327.9535,2.587
384000,1110612.7015,165149.1445,6277100.7439,-64.3681,353.1698,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913254,0.14761922462,19321.2526,1.570796847,-0.184634136,0.000000000,-0.00005776013,-0.00005590246,-0.00030927266,-0.00000000060,-0.00000000058,-0.00000000323,1110612.7015,165149.1445,6277100.7439,-64.3681,353.1698,-65.9759,-0.113,-0.021,0.000,1.39494913254,0.14761922462,19321.2526,2.586
384100,1110606.2641,165184.4614,6277094.1464,-64.3794,353.1678,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913253,0.14765117943,19314.5517,1.570796847,-0.184634136,0.000000000,-0.00005776019,-0.00005590252,-0.00030927299,-0.00000000060,-0.00000000058,-0.00000000323,1110606.2641,165184.4614,6277094.1464,-64.3794,353.1678,-65.9759,-0.113,-0.021,0.000,1.39494913253,0.14765117943,19314.5517,2.586
384200,1110599.8256,165219.7781,6277087.5488,-64.3907,353.1657,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913253,0.14768313428,19307.8508,1.570796847,-0.184634136,0.000000000,-0.00005776025,-0.00005590258,-0.00030927331,-0.00000000060,-0.00000000058,-0.00000000323,1110599.8256,165219.7781,6277087.5488,-64.3907,353.1657,-65.9759,-0.113,-0.021,0.000,1.39494913253,0.14768313428,19307.8508,2.586
384300,1110593.3860,165255.0946,6277080.9512,-64.4020,353.1637,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913253,0.14771508916,19301.1498,1.570796847,-0.184634136,0.000000000,-0.00005776031,-0.00005590264,-0.00030927363,-0.00000000060,-0.00000000058,-0.00000000323,1110593.3860,165255.0946,6277080.9512,-64.4020,353.1637,-65.9759,-0.113,-0.021,0.000,1.39494913253,0.14771508916,19301.1498,2.586
384400,1110586.9452,165290.4108,6277074.3536,-64.4133,353.1616,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913253,0.14774704407,19294.4489,1.570796847,-0.184634136,0.000000000,-0.00005776037,-0.00005590270,-0.00030927395,-0.00000000060,-0.00000000058,-0.00000000323,1110586.9452,165290.4108,6277074.3536,-64.4133,353.1616,-65.9759,-0.113,-0.021,0.000,1.39494913253,0.14774704407,19294.4489,2.586
384500,1110580.5033,165325.7269,6277067.7560,-64.4246,353.1595,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913252,0.14777899902,19287.7480,1.570796847,-0.184634136,0.000000000,-0.00005776043,-0.00005590276,-0.00030927428,-0.00000000060,-0.00000000058,-0.00000000323,1110580.5033,165325.7269,6277067.7560,-64.4246,353.1595,-65.9759,-0.113,-0.021,0.000,1.39494913252,0.14777899902,19287.7480,2.586
384600,1110574.0603,165361.0427,6277061.1584,-64.4359,353.1575,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913252,0.14781095400,19281.0471,1.570796847,-0.184634136,0.000000000,-0.00005776049,-0.00005590281,-0.00030927460,-0.00000000060,-0.00000000058,-0.00000000323,1110574.0603,165361.0427,6277061.1584,-64.4359,353.1575,-65.9759,-0.113,-0.021,0.000,1.39494913252,0.14781095400,19281.0471,2.586
384700,1110567.6161,165396.3584,6277054.5608,-64.4471,353.1554,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913252,0.14784290901,19274.3462,1.570796847,-0.184634136,0.000000000,-0.00005776055,-0.00005590287,-0.00030927492,-0.00000000060,-0.00000000058,-0.00000000323,1110567.6161,165396.3584,6277054.5608,-64.4471,353.1554,-65.9759,-0.113,-0.021,0.000,1.39494913252,0.14784290901,19274.3462,2.586
384800,1110561.1709,165431.6738,6277047.9632,-64.4584,353.1534,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913251,0.14787486405,19267.6452,1.570796847,-0.184634136,0.000000000,-0.00005776061,-0.00005590293,-0.00030927525,-0.00000000060,-0.00000000058,-0.00000000323,1110561.1709,165431.6738,6277047.9632,-64.4584,353.1534,-65.9759,-0.113,-0.021,0.000,1.39494913251,0.14787486405,19267.6452,2.586
384900,1110554.7245,165466.9890,6277041.3657,-64.4697,353.1513,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913251,0.14790681913,19260.9443,1.570796847,-0.184634136,0.000000000,-0.00005776067,-0.00005590299,-0.00030927557,-0.00000000060,-0.00000000058,-0.00000000323,1110554.7245,165466.9890,6277041.3657,-64.4697,353.1513,-65.9759,-0.113,-0.021,0.000,1.39494913251,0.14790681913,19260.9443,2.586
385000,1110548.2769,165502.3041,6277034.7681,-64.4810,353.1492,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913251,0.14793877425,19254.2434,1.570796847,-0.184634136,0.000000000,-0.00005776073,-0.00005590305,-0.00030927589,-0.00000000060,-0.00000000058,-0.00000000323,1110548.2769,165502.3041,6277034.7681,-64.4810,353.1492,-65.9759,-0.113,-0.021,0.000,1.39494913251,0.14793877425,19254.2434,2.586
385100,1110541.8283,165537.6189,6277028.1705,-64.4923,353.1472,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913251,0.14797072939,19247.5425,1.570796847,-0.184634136,0.000000000,-0.00005776079,-0.00005590311,-0.00030927622,-0.00000000060,-0.00000000058,-0.00000000323,1110541.8283,165537.6189,6277028.1705,-64.4923,353.1472,-65.9759,-0.113,-0.021,0.000,1.39494913251,0.14797072939,19247.5425,2.586
385200,1110535.3785,165572.9335,6277021.5729,-64.5036,353.1451,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913250,0.14800268457,19240.8416,1.570796847,-0.184634136,0.000000000,-0.00005776085,-0.00005590316,-0.00030927654,-0.00000000060,-0.00000000058,-0.00000000323,1110535.3785,165572.9335,6277021.5729,-64.5036,353.1451,-65.9759,-0.113,-0.021,0.000,1.39494913250,0.14800268457,19240.8416,2.586
385300,1110528.9275,165608.2479,6277014.9753,-64.5148,353.1431,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913250,0.14803463979,19234.1406,1.570796847,-0.184634136,0.000000000,-0.00005776091,-0.00005590322,-0.00030927686,-0.00000000060,-0.00000000058,-0.00000000323,1110528.9275,165608.2479,6277014.9753,-64.5148,353.1431,-65.9759,-0.113,-0.021,0.000,1.39494913250,0.14803463979,19234.1406,2.586
385400,1110522.4755,165643.5621,6277008.3777,-64.5261,353.1410,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913250,0.14806659503,19227.4397,1.570796847,-0.184634136,0.000000000,-0.00005776097,-0.00005590328,-0.00030927718,-0.00000000060,-0.00000000058,-0.00000000323,1110522.4755,165643.5621,6277008.3777,-64.5261,353.1410,-65.9759,-0.113,-0.021,0.000,1.39494913250,0.14806659503,19227.4397,2.586
385500,1110516.0223,165678.8761,6277001.7801,-64.5374,353.1389,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913249,0.14809855031,19220.7388,1.570796847,-0.184634136,0.000000000,-0.00005776104,-0.00005590334,-0.00030927751,-0.00000000060,-0.00000000058,-0.00000000323,1110516.0223,165678.8761,6277001.7801,-64.5374,353.1389,-65.9759,-0.113,-0.021,0.000,1.39494913249,0.14809855031,19220.7388,2.586
385600,1110509.5680,165714.1899,6276995.1825,-64.5487,353.1369,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913249,0.14813050563,19214.0379,1.570796847,-0.184634136,0.000000000,-0.00005776110,-0.00005590340,-0.00030927783,-0.00000000060,-0.00000000058,-0.00000000323,1110509.5680,165714.1899,6276995.1825,-64.5487,353.1369,-65.9759,-0.113,-0.021,0.000,1.39494913249,0.14813050563,19214.0379,2.586
385700,1110503.1126,165749.5035,6276988.5849,-64.5600,353.1348,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913249,0.14816246097,19207.3369,1.570796847,-0.184634136,0.000000000,-0.00005776116,-0.00005590346,-0.00030927815,-0.00000000060,-0.00000000058,-0.00000000323,1110503.1126,165749.5035,6276988.5849,-64.5600,353.1348,-65.9759,-0.113,-0.021,0.000,1.39494913249,0.14816246097,19207.3369,2.586
385800,1110496.6560,165784.8169,6276981.9874,-64.5713,353.1327,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913249,0.14819441635,19200.6360,1.570796847,-0.184634136,0.000000000,-0.00005776122,-0.00005590352,-0.00030927848,-0.00000000060,-0.00000000058,-0.00000000323,1110496.6560,165784.8169,6276981.9874,-64.5713,353.1327,-65.9759,-0.113,-0.021,0.000,1.39494913249,0.14819441635,19200.6360,2.586
385900,1110490.1983,165820.1300,6276975.3898,-64.5826,353.1307,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913248,0.14822637176,19193.9351,1.570796847,-0.184634136,0.000000000,-0.00005776128,-0.00005590357,-0.00030927880,-0.00000000060,-0.00000000058,-0.00000000323,1110490.1983,165820.1300,6276975.3898,-64.5826,353.1307,-65.9759,-0.113,-0.021,0.000,1.39494913248,0.14822637176,19193.9351,2.586
386000,1110483.7395,165855.4430,6276968.7922,-64.5938,353.1286,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913248,0.14825832721,19187.2342,1.570796847,-0.184634136,0.000000000,-0.00005776134,-0.00005590363,-0.00030927912,-0.00000000060,-0.00000000058,-0.00000000323,1110483.7395,165855.4430,6276968.7922,-64.5938,353.1286,-65.9759,-0.113,-0.021,0.000,1.39494913248,0.14825832721,19187.2342,2.586
386100,1110477.2796,165890.7558,6276962.1946,-64.6051,353.1266,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913248,0.14829028269,19180.5333,1.570796847,-0.184634136,0.000000000,-0.00005776140,-0.00005590369,-0.00030927944,-0.00000000060,-0.00000000058,-0.00000000323,1110477.2796,165890.7558,6276962.1946,-64.6051,353.1266,-65.9759,-0.113,-0.021,0.000,1.39494913248,0.14829028269,19180.5333,2.586
386200,1110470.8185,165926.0683,6276955.5970,-64.6164,353.1245,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913247,0.14832223820,19173.8323,1.570796847,-0.184634136,0.000000000,-0.00005776146,-0.00005590375,-0.00030927977,-0.00000000060,-0.00000000058,-0.00000000323,1110470.8185,165926.0683,6276955.5970,-64.6164,353.1245,-65.9759,-0.113,-0.021,0.000,1.39494913247,0.14832223820,19173.8323,2.586
386300,1110464.3563,165961.3807,6276948.9994,-64.6277,353.1224,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913247,0.14835419375,19167.1314,1.570796847,-0.184634136,0.000000000,-0.00005776152,-0.00005590381,-0.00030928009,-0.00000000060,-0.00000000058,-0.00000000323,1110464.3563,165961.3807,6276948.9994,-64.6277,353.1224,-65.9759,-0.113,-0.021,0.000,1.39494913247,0.14835419375,19167.1314,2.586
386400,1110457.8929,165996.6928,6276942.4018,-64.6390,353.1204,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913247,0.14838614933,19160.4305,1.570796847,-0.184634136,0.000000000,-0.00005776158,-0.00005590387,-0.00030928041,-0.00000000060,-0.00000000058,-0.00000000323,1110457.8929,165996.6928,6276942.4018,-64.6390,353.1204,-65.9759,-0.113,-0.021,0.000,1.39494913247,0.14838614933,19160.4305,2.586
386500,1110451.4285,166032.0047,6276935.8042,-64.6503,353.1183,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913247,0.14841810494,19153.7296,1.570796847,-0.184634136,0.000000000,-0.00005776164,-0.00005590392,-0.00030928074,-0.00000000060,-0.00000000058,-0.00000000323,1110451.4285,166032.0047,6276935.8042,-64.6503,353.1183,-65.9759,-0.113,-0.021,0.000,1.39494913247,0.14841810494,19153.7296,2.586
386600,1110444.9629,166067.3164,6276929.2067,-64.6615,353.1162,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913246,0.14845006059,19147.0286,1.570796847,-0.184634136,0.000000000,-0.00005776170,-0.00005590398,-0.00030928106,-0.00000000060,-0.00000000058,-0.00000000323,1110444.9629,166067.3164,6276929.2067,-64.6615,353.1162,-65.9759,-0.113,-0.021,0.000,1.39494913246,0.14845006059,19147.0286,2.586
386700,1110438.4962,166102.6280,6276922.6091,-64.6728,353.1142,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913246,0.14848201627,19140.3277,1.570796847,-0.184634136,0.000000000,-0.00005776176,-0.00005590404,-0.00030928138,-0.00000000060,-0.00000000058,-0.00000000323,1110438.4962,166102.6280,6276922.6091,-64.6728,353.1142,-65.9759,-0.113,-0.021,0.000,1.39494913246,0.14848201627,19140.3277,2.586
386800,1110432.0283,166137.9393,6276916.0115,-64.6841,353.1121,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913246,0.14851397198,19133.6268,1.570796847,-0.184634136,0.000000000,-0.00005776182,-0.00005590410,-0.00030928170,-0.00000000060,-0.00000000058,-0.00000000323,1110432.0283,166137.9393,6276916.0115,-64.6841,353.1121,-65.9759,-0.113,-0.021,0.000,1.39494913246,0.14851397198,19133.6268,2.586
386900,1110425.5593,166173.2504,6276909.4139,-64.6954,353.1100,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913245,0.14854592773,19126.9259,1.570796847,-0.184634136,0.000000000,-0.00005776188,-0.00005590416,-0.00030928203,-0.00000000060,-0.00000000058,-0.00000000323,1110425.5593,166173.2504,6276909.4139,-64.6954,353.1100,-65.9759,-0.113,-0.021,0.000,1.39494913245,0.14854592773,19126.9259,2.586
387000,1110419.0892,166208.5613,6276902.8163,-64.7067,353.1080,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913245,0.14857788351,19120.2250,1.570796847,-0.184634136,0.000000000,-0.00005776194,-0.00005590422,-0.00030928235,-0.00000000060,-0.00000000058,-0.00000000323,1110419.0892,166208.5613,6276902.8163,-64.7067,353.1080,-65.9759,-0.113,-0.021,0.000,1.39494913245,0.14857788351,19120.2250,2.586
387100,1110412.6180,166243.8720,6276896.2187,-64.7180,353.1059,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913245,0.14860983933,19113.5240,1.570796847,-0.184634136,0.000000000,-0.00005776200,-0.00005590427,-0.00030928267,-0.00000000060,-0.00000000058,-0.00000000323,1110412.6180,166243.8720,6276896.2187,-64.7180,353.1059,-65.9759,-0.113,-0.021,0.000,1.39494913245,0.14860983933,19113.5240,2.586
387200,1110406.1456,166279.1825,6276889.6211,-64.7293,353.1038,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913244,0.14864179517,19106.8231,1.570796847,-0.184634136,0.000000000,-0.00005776206,-0.00005590433,-0.00030928300,-0.00000000060,-0.00000000058,-0.00000000323,1110406.1456,166279.1825,6276889.6211,-64.7293,353.1038,-65.9759,-0.113,-0.021,0.000,1.39494913244,0.14864179517,19106.8231,2.586
387300,1110399.6722,166314.4927,6276883.0235,-64.7405,353.1018,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913244,0.14867375105,19100.1222,1.570796847,-0.184634136,0.000000000,-0.00005776212,-0.00005590439,-0.00030928332,-0.00000000060,-0.00000000058,-0.00000000323,1110399.6722,166314.4927,6276883.0235,-64.7405,353.1018,-65.9759,-0.113,-0.021,0.000,1.39494913244,0.14867375105,19100.1222,2.586
387400,1110393.1975,166349.8028,6276876.4259,-64.7518,353.0997,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913244,0.14870570697,19093.4213,1.570796847,-0.184634136,0.000000000,-0.00005776218,-0.00005590445,-0.00030928364,-0.00000000060,-0.00000000058,-0.00000000323,1110393.1975,166349.8028,6276876.4259,-64.7518,353.0997,-65.9759,-0.113,-0.021,0.000,1.39494913244,0.14870570697,19093.4213,2.586
387500,1110386.7218,166385.1127,6276869.8284,-64.7631,353.0976,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913244,0.14873766291,19086.7203,1.570796847,-0.184634136,0.000000000,-0.00005776224,-0.00005590451,-0.00030928396,-0.00000000060,-0.00000000058,-0.00000000323,1110386.7218,166385.1127,6276869.8284,-64.7631,353.0976,-65.9759,-0.113,-0.021,0.000,1.39494913244,0.14873766291,19086.7203,2.586
387600,1110380.2449,166420.4223,6276863.2308,-64.7744,353.0955,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913243,0.14876961889,19080.0194,1.570796847,-0.184634136,0.000000000,-0.00005776230,-0.00005590457,-0.00030928429,-0.00000000060,-0.00000000058,-0.00000000323,1110380.2449,166420.4223,6276863.2308,-64.7744,353.0955,-65.9759,-0.113,-0.021,0.000,1.39494913243,0.14876961889,19080.0194,2.586
387700,1110373.7669,166455.7318,6276856.6332,-64.7857,353.0935,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913243,0.14880157491,19073.3185,1.570796847,-0.184634136,0.000000000,-0.00005776236,-0.00005590462,-0.00030928461,-0.00000000060,-0.00000000058,-0.00000000323,1110373.7669,166455.7318,6276856.6332,-64.7857,353.0935,-65.9759,-0.113,-0.021,0.000,1.39494913243,0.14880157491,19073.3185,2.586
387800,1110367.2878,166491.0410,6276850.0356,-64.7970,353.0914,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913243,0.14883353095,19066.6176,1.570796847,-0.184634136,0.000000000,-0.00005776242,-0.00005590468,-0.00030928493,-0.00000000060,-0.00000000058,-0.00000000323,1110367.2878,166491.0410,6276850.0356,-64.7970,353.0914,-65.9759,-0.113,-0.021,0.000,1.39494913243,0.14883353095,19066.6176,2.586
387900,1110360.8075,166526.3501,6276843.4380,-64.8082,353.0893,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913242,0.14886548703,19059.9167,1.570796847,-0.184634136,0.000000000,-0.00005776248,-0.00005590474,-0.00030928526,-0.00000000060,-0.00000000058,-0.00000000323,1110360.8075,166526.3501,6276843.4380,-64.8082,353.0893,-65.9759,-0.113,-0.021,0.000,1.39494913242,0.14886548703,19059.9167,2.586
388000,1110354.3261,166561.6589,6276836.8404,-64.8195,353.0873,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913242,0.14889744315,19053.2157,1.570796847,-0.184634136,0.000000000,-0.00005776254,-0.00005590480,-0.00030928558,-0.00000000060,-0.00000000058,-0.00000000323,1110354.3261,166561.6589,6276836.8404,-64.8195,353.0873,-65.9759,-0.113,-0.021,0.000,1.39494913242,0.14889744315,19053.2157,2.586
388100,1110347.8436,166596.9675,6276830.2428,-64.8308,353.0852,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913242,0.14892939930,19046.5148,1.570796847,-0.184634136,0.000000000,-0.00005776260,-0.00005590486,-0.00030928590,-0.00000000060,-0.00000000058,-0.00000000323,1110347.8436,166596.9675,6276830.2428,-64.8308,353.0852,-65.9759,-0.113,-0.021,0.000,1.39494913242,0.14892939930,19046.5148,2.586
388200,1110341.3600,166632.2759,6276823.6452,-64.8421,353.0831,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913242,0.14896135548,19039.8139,1.570796847,-0.184634136,0.000000000,-0.00005776266,-0.00005590492,-0.00030928623,-0.00000000060,-0.00000000058,-0.00000000323,1110341.3600,166632.2759,6276823.6452,-64.8421,353.0831,-65.9759,-0.113,-0.021,0.000,1.39494913242,0.14896135548,19039.8139,2.586
388300,1110334.8752,166667.5841,6276817.0477,-64.8534,353.0810,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913241,0.14899331169,19033.1130,1.570796847,-0.184634136,0.000000000,-0.00005776272,-0.00005590497,-0.00030928655,-0.00000000060,-0.00000000058,-0.00000000323,1110334.8752,166667.5841,6276817.0477,-64.8534,353.0810,-65.9759,-0.113,-0.021,0.000,1.39494913241,0.14899331169,19033.1130,2.586
388400,1110328.3893,166702.8921,6276810.4501,-64.8647,353.0790,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913241,0.14902526794,19026.4121,1.570796847,-0.184634136,0.000000000,-0.00005776278,-0.00005590503,-0.00030928687,-0.00000000060,-0.00000000058,-0.00000000323,1110328.3893,166702.8921,6276810.4501,-64.8647,353.0790,-65.9759,-0.113,-0.021,0.000,1.39494913241,0.14902526794,19026.4121,2.586
388500,1110321.9023,166738.1999,6276803.8525,-64.8759,353.0769,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913241,0.14905722422,19019.7111,1.570796847,-0.184634136,0.000000000,-0.00005776284,-0.00005590509,-0.00030928719,-0.00000000060,-0.00000000058,-0.00000000323,1110321.9023,166738.1999,6276803.8525,-64.8759,353.0769,-65.9759,-0.113,-0.021,0.000,1.39494913241,0.14905722422,19019.7111,2.586
388600,1110315.4141,166773.5075,6276797.2549,-64.8872,353.0748,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913240,0.14908918053,19013.0102,1.570796847,-0.184634136,0.000000000,-0.00005776290,-0.00005590515,-0.00030928752,-0.00000000060,-0.00000000058,-0.00000000323,1110315.4141,166773.5075,6276797.2549,-64.8872,353.0748,-65.9759,-0.113,-0.021,0.000,1.39494913240,0.14908918053,19013.0102,2.586
388700,1110308.9248,166808.8149,6276790.6573,-64.8985,353.0728,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913240,0.14912113688,19006.3093,1.570796847,-0.184634136,0.000000000,-0.00005776297,-0.00005590521,-0.00030928784,-0.00000000060,-0.00000000058,-0.00000000323,1110308.9248,166808.8149,6276790.6573,-64.8985,353.0728,-65.9759,-0.113,-0.021,0.000,1.39494913240,0.14912113688,19006.3093,2.586
388800,1110302.4344,166844.1221,6276784.0597,-64.9098,353.0707,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913240,0.14915309326,18999.6084,1.570796847,-0.184634136,0.000000000,-0.00005776303,-0.00005590527,-0.00030928816,-0.00000000060,-0.00000000058,-0.00000000323,1110302.4344,166844.1221,6276784.0597,-64.9098,353.0707,-65.9759,-0.113,-0.021,0.000,1.39494913240,0.14915309326,18999.6084,2.586
388900,1110295.9429,166879.4290,6276777.4621,-64.9211,353.0686,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913240,0.14918504967,18992.9074,1.570796847,-0.184634136,0.000000000,-0.00005776309,-0.00005590532,-0.00030928849,-0.00000000060,-0.00000000058,-0.00000000323,1110295.9429,166879.4290,6276777.4621,-64.9211,353.0686,-65.9759,-0.113,-0.021,0.000,1.39494913240,0.14918504967,18992.9074,2.586
389000,1110289.4502,166914.7358,6276770.8645,-64.9323,353.0665,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913239,0.14921700612,18986.2065,1.570796847,-0.184634136,0.000000000,-0.00005776315,-0.00005590538,-0.00030928881,-0.00000000060,-0.00000000058,-0.00000000323,1110289.4502,166914.7358,6276770.8645,-64.9323,353.0665,-65.9759,-0.113,-0.021,0.000,1.39494913239,0.14921700612,18986.2065,2.586
389100,1110282.9564,166950.0423,6276764.2670,-64.9436,353.0645,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913239,0.14924896260,18979.5056,1.570796847,-0.184634136,0.000000000,-0.00005776321,-0.00005590544,-0.00030928913,-0.00000000060,-0.00000000058,-0.00000000323,1110282.9564,166950.0423,6276764.2670,-64.9436,353.0645,-65.9759,-0.113,-0.021,0.000,1.39494913239,0.14924896260,18979.5056,2.586
389200,1110276.4615,166985.3487,6276757.6694,-64.9549,353.0624,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913239,0.14928091912,18972.8047,1.570796847,-0.184634136,0.000000000,-0.00005776327,-0.00005590550,-0.00030928945,-0.00000000060,-0.00000000058,-0.00000000323,1110276.4615,166985.3487,6276757.6694,-64.9549,353.0624,-65.9759,-0.113,-0.021,0.000,1.39494913239,0.14928091912,18972.8047,2.586
389300,1110269.9654,167020.6548,6276751.0718,-64.9662,353.0603,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913238,0.14931287566,18966.1038,1.570796847,-0.184634136,0.000000000,-0.00005776333,-0.00005590556,-0.00030928978,-0.00000000060,-0.00000000058,-0.00000000323,1110269.9654,167020.6548,6276751.0718,-64.9662,353.0603,-65.9759,-0.113,-0.021,0.000,1.39494913238,0.14931287566,18966.1038,2.586
389400,1110263.4682,167055.9607,6276744.4742,-64.9775,353.0582,-65.9759,-0.113,-0.021,0.000,0.000,0.000,0.000,1.39494913238,0.14934483224,18959.4028,1.570796847,-0.184634136,0.000000000,-0.00005776339,-0.00005590562,-0.00030929010,-0.00000000060,-0.00000000058,-0.00000000323,1110263.4682,167055.9607,6276744.4742,-64.9775,353.0582,-65.9759,-0.113,-0.021,0.000,1.39494913238,0.14934483224,18959.4028,2.586
