2,2,100,1,GDOP, 900720000.0
Time_ms,Pos_X,Pos_Y,Pos_Z,Vel_X,Vel_Y,Vel_Z,Acc_X,Acc_Y,Acc_Z,Jerk_X,Jerk_Y,Jerk_Z,Lat,Long,Height,Heading,Elevation,Bank,Ang-vel_X,Ang-vel_Y,Ang-vel_Z,Ang-acc_X,Ang-acc_Y,Ang-acc_Z,Ant1_Pos_X,Ant1_Pos_Y,Ant1_Pos_Z,Ant1_Vel_X,Ant1_Vel_Y,Ant1_Vel_Z,Ant1_Acc_X,Ant1_Acc_Y,Ant1_Acc_Z,Ant1_Lat,Ant1_Long,Ant1_Height,Ant1_DOP
4900,1111092.5459,2523.4978,6259149.0379,-1.1697,514.9987,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00227118209,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111092.5459,2523.4978,6259149.0379,-1.1697,514.9987,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00227118209,-400.0000,2.608
5000,1111092.4277,2574.9977,6259149.0379,-1.1935,514.9986,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00231753275,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111092.4277,2574.9977,6259149.0379,-1.1935,514.9986,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00231753275,-400.0000,2.608
5100,1111092.3072,2626.4976,6259149.0379,-1.2174,514.9986,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00236388340,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111092.3072,2626.4976,6259149.0379,-1.2174,514.9986,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00236388340,-400.0000,2.608
5200,1111092.1842,2677.9974,6259149.0379,-1.2413,514.9985,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00241023406,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111092.1842,2677.9974,6259149.0379,-1.2413,514.9985,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00241023406,-400.0000,2.608
5300,1111092.0589,2729.4973,6259149.0379,-1.2651,514.9984,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00245658471,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111092.0589,2729.4973,6259149.0379,-1.2651,514.9984,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00245658471,-400.0000,2.608
5400,1111091.9312,2780.9971,6259149.0379,-1.2890,514.9984,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00250293537,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111091.9312,2780.9971,6259149.0379,-1.2890,514.9984,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00250293537,-400.0000,2.608
5500,1111091.8011,2832.4969,6259149.0379,-1.3129,514.9983,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00254928602,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111091.8011,2832.4969,6259149.0379,-1.3129,514.9983,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00254928602,-400.0000,2.608
5600,1111091.6686,2883.9968,6259149.0379,-1.3368,514.9983,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00259563668,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111091.6686,2883.9968,6259149.0379,-1.3368,514.9983,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00259563668,-400.0000,2.608
5700,1111091.5338,2935.4966,6259149.0379,-1.3606,514.9982,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00264198733,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111091.5338,2935.4966,6259149.0379,-1.3606,514.9982,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00264198733,-400.0000,2.608
5800,1111091.3965,2986.9964,6259149.0379,-1.3845,514.9981,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00268833799,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111091.3965,2986.9964,6259149.0379,-1.3845,514.9981,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00268833799,-400.0000,2.608
5900,1111091.2569,3038.4962,6259149.0379,-1.4084,514.9981,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00273468864,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111091.2569,3038.4962,6259149.0379,-1.4084,514.9981,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00273468864,-400.0000,2.608
6000,1111091.1148,3089.9960,6259149.0379,-1.4322,514.9980,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00278103930,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111091.1148,3089.9960,6259149.0379,-1.4322,514.9980,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00278103930,-400.0000,2.611
6100,1111090.9704,3141.4958,6259149.0379,-1.4561,514.9979,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00282738995,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111090.9704,3141.4958,6259149.0379,-1.4561,514.9979,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00282738995,-400.0000,2.611
6200,1111090.8236,3192.9956,6259149.0379,-1.4800,514.9979,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00287374060,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111090.8236,3192.9956,6259149.0379,-1.4800,514.9979,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00287374060,-400.0000,2.611
6300,1111090.6744,3244.4954,6259149.0379,-1.5038,514.9978,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00292009126,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111090.6744,3244.4954,6259149.0379,-1.5038,514.9978,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00292009126,-400.0000,2.611
6400,1111090.5228,3295.9952,6259149.0379,-1.5277,514.9977,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00296644191,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111090.5228,3295.9952,6259149.0379,-1.5277,514.9977,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00296644191,-400.0000,2.611
6500,1111090.3689,3347.4949,6259149.0379,-1.5516,514.9977,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00301279257,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111090.3689,3347.4949,6259149.0379,-1.5516,514.9977,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00301279257,-400.0000,2.611
6600,1111090.2125,3398.9947,6259149.0379,-1.5755,514.9976,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00305914322,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111090.2125,3398.9947,6259149.0379,-1.5755,514.9976,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00305914322,-400.0000,2.611
6700,1111090.0538,3450.4945,6259149.0379,-1.5993,514.9975,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00310549388,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111090.0538,3450.4945,6259149.0379,-1.5993,514.9975,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00310549388,-400.0000,2.611
6800,1111089.8927,3501.9942,6259149.0379,-1.6232,514.9974,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00315184453,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111089.8927,3501.9942,6259149.0379,-1.6232,514.9974,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00315184453,-400.0000,2.611
6900,1111089.7292,3553.4939,6259149.0379,-1.6471,514.9974,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00319819519,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111089.7292,3553.4939,6259149.0379,-1.6471,514.9974,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00319819519,-400.0000,2.611
7000,1111089.5633,3604.9937,6259149.0379,-1.6709,514.9973,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00324454584,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111089.5633,3604.9937,6259149.0379,-1.6709,514.9973,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00324454584,-400.0000,2.611
7100,1111089.3950,3656.4934,6259149.0379,-1.6948,514.9972,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00329089650,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111089.3950,3656.4934,6259149.0379,-1.6948,514.9972,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00329089650,-400.0000,2.611
7200,1111089.2243,3707.9931,6259149.0379,-1.7187,514.9971,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00333724715,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111089.2243,3707.9931,6259149.0379,-1.7187,514.9971,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00333724715,-400.0000,2.611
7300,1111089.0512,3759.4928,6259149.0379,-1.7425,514.9971,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00338359781,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111089.0512,3759.4928,6259149.0379,-1.7425,514.9971,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00338359781,-400.0000,2.611
7400,1111088.8758,3810.9925,6259149.0379,-1.7664,514.9970,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00342994846,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111088.8758,3810.9925,6259149.0379,-1.7664,514.9970,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00342994846,-400.0000,2.611
7500,1111088.6979,3862.4922,6259149.0379,-1.7903,514.9969,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00347629912,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111088.6979,3862.4922,6259149.0379,-1.7903,514.9969,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00347629912,-400.0000,2.611
7600,1111088.5177,3913.9919,6259149.0379,-1.8142,514.9968,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00352264977,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111088.5177,3913.9919,6259149.0379,-1.8142,514.9968,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00352264977,-400.0000,2.611
7700,1111088.3351,3965.4916,6259149.0379,-1.8380,514.9967,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00356900043,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111088.3351,3965.4916,6259149.0379,-1.8380,514.9967,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00356900043,-400.0000,2.611
7800,1111088.1501,4016.9912,6259149.0379,-1.8619,514.9966,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00361535108,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111088.1501,4016.9912,6259149.0379,-1.8619,514.9966,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00361535108,-400.0000,2.611
7900,1111087.9627,4068.4909,6259149.0379,-1.8858,514.9965,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00366170174,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111087.9627,4068.4909,6259149.0379,-1.8858,514.9965,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00366170174,-400.0000,2.611
8000,1111087.7730,4119.9906,6259149.0379,-1.9096,514.9965,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00370805239,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111087.7730,4119.9906,6259149.0379,-1.9096,514.9965,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00370805239,-400.0000,2.611
8100,1111087.5808,4171.4902,6259149.0379,-1.9335,514.9964,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00375440305,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111087.5808,4171.4902,6259149.0379,-1.9335,514.9964,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00375440305,-400.0000,2.611
8200,1111087.3863,4222.9898,6259149.0379,-1.9574,514.9963,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00380075370,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111087.3863,4222.9898,6259149.0379,-1.9574,514.9963,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00380075370,-400.0000,2.611
8300,1111087.1893,4274.4895,6259149.0379,-1.9813,514.9962,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00384710436,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111087.1893,4274.4895,6259149.0379,-1.9813,514.9962,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00384710436,-400.0000,2.611
8400,1111086.9900,4325.9891,6259149.0379,-2.0051,514.9961,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00389345501,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111086.9900,4325.9891,6259149.0379,-2.0051,514.9961,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00389345501,-400.0000,2.611
8500,1111086.7883,4377.4887,6259149.0379,-2.0290,514.9960,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00393980567,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111086.7883,4377.4887,6259149.0379,-2.0290,514.9960,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00393980567,-400.0000,2.611
8600,1111086.5842,4428.9883,6259149.0379,-2.0529,514.9959,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00398615632,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111086.5842,4428.9883,6259149.0379,-2.0529,514.9959,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00398615632,-400.0000,2.611
8700,1111086.3777,4480.4879,6259149.0379,-2.0767,514.9958,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00403250698,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111086.3777,4480.4879,6259149.0379,-2.0767,514.9958,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00403250698,-400.0000,2.611
8800,1111086.1689,4531.9874,6259149.0379,-2.1006,514.9957,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00407885763,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111086.1689,4531.9874,6259149.0379,-2.1006,514.9957,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00407885763,-400.0000,2.611
8900,1111085.9576,4583.4870,6259149.0379,-2.1245,514.9956,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00412520829,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111085.9576,4583.4870,6259149.0379,-2.1245,514.9956,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00412520829,-400.0000,2.611
9000,1111085.7440,4634.9866,6259149.0379,-2.1483,514.9955,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00417155894,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111085.7440,4634.9866,6259149.0379,-2.1483,514.9955,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00417155894,-400.0000,2.611
9100,1111085.5279,4686.4861,6259149.0379,-2.1722,514.9954,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00421790960,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111085.5279,4686.4861,6259149.0379,-2.1722,514.9954,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00421790960,-400.0000,2.611
9200,1111085.3095,4737.9856,6259149.0379,-2.1961,514.9953,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00426426025,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111085.3095,4737.9856,6259149.0379,-2.1961,514.9953,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00426426025,-400.0000,2.611
9300,1111085.0887,4789.4852,6259149.0379,-2.2200,514.9952,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00431061091,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111085.0887,4789.4852,6259149.0379,-2.2200,514.9952,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00431061091,-400.0000,2.611
9400,1111084.8655,4840.9847,6259149.0379,-2.2438,514.9951,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00435696156,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111084.8655,4840.9847,6259149.0379,-2.2438,514.9951,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00435696156,-400.0000,2.611
9500,1111084.6400,4892.4842,6259149.0379,-2.2677,514.9950,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00440331222,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111084.6400,4892.4842,6259149.0379,-2.2677,514.9950,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00440331222,-400.0000,2.611
9600,1111084.4120,4943.9837,6259149.0379,-2.2916,514.9949,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00444966287,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111084.4120,4943.9837,6259149.0379,-2.2916,514.9949,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00444966287,-400.0000,2.611
9700,1111084.1816,4995.4832,6259149.0379,-2.3154,514.9948,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00449601353,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111084.1816,4995.4832,6259149.0379,-2.3154,514.9948,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00449601353,-400.0000,2.611
9800,1111083.9489,5046.9826,6259149.0379,-2.3393,514.9947,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00454236418,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111083.9489,5046.9826,6259149.0379,-2.3393,514.9947,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00454236418,-400.0000,2.611
9900,1111083.7138,5098.4821,6259149.0379,-2.3632,514.9946,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00458871484,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111083.7138,5098.4821,6259149.0379,-2.3632,514.9946,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00458871484,-400.0000,2.611
10000,1111083.4763,5149.9816,6259149.0379,-2.3871,514.9945,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00463506549,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111083.4763,5149.9816,6259149.0379,-2.3871,514.9945,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00463506549,-400.0000,2.611
10100,1111083.2364,5201.4810,6259149.0379,-2.4109,514.9944,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00468141615,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111083.2364,5201.4810,6259149.0379,-2.4109,514.9944,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00468141615,-400.0000,2.611
10200,1111082.9941,5252.9804,6259149.0379,-2.4348,514.9942,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00472776680,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111082.9941,5252.9804,6259149.0379,-2.4348,514.9942,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00472776680,-400.0000,2.611
10300,1111082.7494,5304.4798,6259149.0379,-2.4587,514.9941,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00477411746,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111082.7494,5304.4798,6259149.0379,-2.4587,514.9941,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00477411746,-400.0000,2.611
10400,1111082.5024,5355.9793,6259149.0379,-2.4825,514.9940,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00482046811,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111082.5024,5355.9793,6259149.0379,-2.4825,514.9940,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00482046811,-400.0000,2.611
10500,1111082.2529,5407.4787,6259149.0379,-2.5064,514.9939,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00486681877,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111082.2529,5407.4787,6259149.0379,-2.5064,514.9939,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00486681877,-400.0000,2.611
10600,1111082.0011,5458.9780,6259149.0379,-2.5303,514.9938,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00491316942,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111082.0011,5458.9780,6259149.0379,-2.5303,514.9938,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00491316942,-400.0000,2.611
10700,1111081.7468,5510.4774,6259149.0379,-2.5541,514.9937,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00495952008,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111081.7468,5510.4774,6259149.0379,-2.5541,514.9937,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00495952008,-400.0000,2.611
10800,1111081.4902,5561.9768,6259149.0379,-2.5780,514.9935,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00500587073,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111081.4902,5561.9768,6259149.0379,-2.5780,514.9935,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00500587073,-400.0000,2.611
10900,1111081.2312,5613.4761,6259149.0379,-2.6019,514.9934,0.0000,-0.239,-0.001,0.000,0.000,0.000,0.000,1.39626340160,0.00505222139,-400.0000,1.570796327,0.000000000,0.000000000,0.00000000000,-0.00008048707,-0.00045646484,0.00000000000,0.00000000000,0.00000000000,1111081.2312,5613.4761,6259149.0379,-2.6019,514.9934,0.0000,-0.239,-0.001,0.000,1.39626340160,0.00505222139,-400.0000,2.611
